# RS480/RS482/RS485 safe debugfs register list
# Format: offset_hex<TAB>name<TAB>source<TAB>notes
# All offsets are BAR0 MMIO byte offsets (4-byte aligned, RREG32).
# "safe" = no documented write side-effect on read; confirmed readable
# via radeontool on cachyos-vostro1000 (RS482 1002:5974, kernel 6.18.26-1-cachyos-lts).
# Source codes:
#   RT = radeontool regs output (cachyos_vostro1000_rs480_deep_inventory_20260517T235830Z)
#   RM = radeontool regmatch all output (same bundle)
#   SP = rs400d.h / radeon.h symbol (public kernel source)
#   CO = candidate-node observation (radeon_rs480_candidate_regs, hazard_count=0,
#        boot_id stable; bundle cachyos_vostro1000_rs482_candidate_regs_once_20260531T093852Z)
#   FO = frontier-probe observation (radeon_rs480_frontier_probe attended --arm,
#        read completed with heartbeat advancing and no wedge; bundle
#        cachyos_vostro1000_rs480_frontier_lowtier_probe_20260607T105947Z)
#   HR = hazard-read observation (radeon_rs480_hazard_read, all 22 read completed,
#        no core wedge; SE_VPORT verified against SCLK_CNTL FORCE_CP=1; bundle
#        rs480_0019_pll_hazard_live_read_20260609T172724Z)
#   BU = blind userspace resource2 mmap read (rs480_bar0_userspace_readout, 116/116
#        DONE, 0 quarantine, boot_id stable; bundle
#        cachyos_vostro1000_rs482_attended_frontier_combined_read_sweep_20260615T065527Z)
#
# Identity and PCI config shadow
0x0f2c	ADAPTER_ID	RM,SP	PCI device/vendor ID shadow in MMIO space
0x0f04	COMMAND	RM	PCI command register shadow
0x0f08	STATUS	RM	PCI status register shadow
0x0f0c	CACHE_LINE	RM	PCI cache line size shadow
0x0f50	CAPABILITIES_ID	RM	PCI capabilities pointer shadow
0x0f5c	AGP_STATUS	RM,SP	AGP status (capability present, rate, SBA, FW)
# BIOS scratch registers (read by radeon KMS at init, safe to re-read)
0x0010	BIOS_0_SCRATCH	RM,SP	BIOS scratch 0: power/connector state
0x0014	BIOS_1_SCRATCH	RM,SP	BIOS scratch 1: LCD/DFP flags
0x0018	BIOS_2_SCRATCH	RM,SP	BIOS scratch 2: display engine state
0x001c	BIOS_3_SCRATCH	RM,SP	BIOS scratch 3: TV/CRT state
0x0020	BIOS_4_SCRATCH	RM,SP	BIOS scratch 4: engine/memory config
0x0024	BIOS_5_SCRATCH	RM,SP	BIOS scratch 5: PLL/clock config
0x0028	BIOS_6_SCRATCH	RM,SP	BIOS scratch 6: GPU/board config
0x002c	BIOS_7_SCRATCH	RM,SP	BIOS scratch 7: misc flags
# Memory configuration (set at init, read-stable during operation)
0x0140	CONFIG_MEMSIZE	RM,SP	VRAM size in bytes (set by BIOS)
0x0100	CONFIG_APER_0_BASE	RM,SP	Aperture 0 base (GPU-side VRAM window)
0x0104	CONFIG_APER_1_BASE	RM,SP	Aperture 1 base (GPU-side AGP window)
0x0108	CONFIG_APER_SIZE	RM,SP	Aperture total size
0x015c	NB_TOM	RM,SP	Northbridge top-of-memory register
0x0148	MC_FB_LOCATION	RM,SP	Frame buffer MC address range
0x014c	MC_AGP_LOCATION	RM,SP	AGP MC address range (start/top)
0x0170	AGP_BASE	RM,SP	AGP aperture base address (CPU physical)
0x0174	AGP_CNTL	RM,SP	AGP control (mode/size; read reflects BIOS config)
# Bus control (reflects PCI/HT bridge state, safe to read)
0x0030	BUS_CNTL	RM,SP	Bus master / latency configuration
0x0034	BUS_CNTL1	RM,SP	Bus control extension
# RBBM engine status (read-only status word)
0x0e40	RBBM_STATUS	RM,SP	GPU block busy status (CP, VAP, RB, RE, etc.)
# Pixel clock readback (set by BIOS/KMS at init)
0x01e4	PIXCLKS_CNTL	RM,SP	Pixel clock source select / dividers
# Display geometry (CRTC state, read-only during normal operation)
0x0200	CRTC_GEN_CNTL	RT,RM,SP	CRTC1 enable, depth, VGA enable bits
0x01c8	CRTC_EXT_CNTL	RT,RM,SP	CRTC external control (blanking, sync polarity)
0x0250	CRTC_H_TOTAL_DISP	RT,RM,SP	CRTC1 horizontal total and display end
0x0260	CRTC_H_SYNC_STRT_WID	RT,RM,SP	CRTC1 horizontal sync start and width
0x0280	CRTC_V_TOTAL_DISP	RT,RM,SP	CRTC1 vertical total and display end
0x0284	CRTC_V_SYNC_STRT_WID	RT,RM,SP	CRTC1 vertical sync start and width
0x0300	CRTC2_GEN_CNTL	RT,RM,SP	CRTC2 enable, depth, VGA enable bits
0x0400	FP_CRTC_H_TOTAL_DISP	RT,RM,SP	FP shadow horizontal total and display
0x0404	FP_CRTC_V_TOTAL_DISP	RT,RM,SP	FP shadow vertical total and display
0x0408	FP_H_SYNC_STRT_WID	RT,RM,SP	FP horizontal sync start and width
0x040c	FP_V_SYNC_STRT_WID	RT,RM,SP	FP vertical sync start and width
0x0430	FP_HORZ_STRETCH	RT,RM,SP	FP horizontal stretch ratio
0x0434	FP_VERT_STRETCH	RT,RM,SP	FP vertical stretch ratio
# Display output control (reflects output routing, read-safe)
0x0180	DISP_OUTPUT_CNTL	RT,RM,SP	Display output routing (CRT/DFP/LVDS select)
0x0d00	DAC_CNTL	RT,RM,SP	DAC power/enable state
0x0d04	DAC_EXT_CNTL	RT,RM	DAC external control (VGA palette pass-through)
# FP / LVDS panel state (read reflects panel presence and init state)
0x0210	LVDS_GEN_CNTL	RT,RM,SP	LVDS panel power and timing state
0x02cc	LVDS_PLL_CNTL	RT,RM,SP	LVDS PLL (PPLL2) configuration
0x0204	FP_GEN_CNTL	RT,RM,SP	FP transmitter enable/detect state
0x0208	FP2_GEN_CNTL	RT,RM,SP	Second FP transmitter state
# GPIO / DDC pin state (I2C bus idle state, safe to read)
0x0060	GPIO_MONID	RT,RM,SP	Monitor ID GPIO (DDC data/clock lines)
0x006c	GPIO_DVI_DDC	RT,RM,SP	DVI DDC GPIO state
0x0064	GPIO_CRT2_DDC	RT,RM,SP	CRT2 DDC GPIO state
0x0068	GPIO_VGA_DDC	RT,RM,SP	VGA DDC GPIO state
# Config aperture/base registers, promoted from the candidate config cohort:
# read-only in the public register text (no documented write side-effect),
# confirmed readable through the candidate node with hazard_count=0.
0x010c	CONFIG_REG_1_BASE	SP,CO	Config register-space base; read-only in public register text
0x0110	CONFIG_REG_APER_SIZE	SP,CO	Config register aperture size; read-only in public register text
0x0114	CONFIG_MEMSIZE_EMBEDDED	SP,CO	Embedded memory-size register; read-only in public register text
# RS400 secondary display-output path, promoted from the frontier-probe low tier:
# the attended --arm read completed with the heartbeat advancing and no wedge,
# and these registers have no documented write side-effect on read.
0x0388	RS400_FP2_2_GEN_CNTL	SP,FO	Second FP/DVO2 output general control; CRTC source select + formatter gate
0x0394	RS400_TMDS2_CNTL	SP,FO	Second TMDS encoder control
0x03a4	RS400_TMDS2_TRANSMITTER_CNTL	SP,FO	Second TMDS transmitter PLL control (PLLEN/PLLRST)

# Hazard-tier read-safe promotions: name-pattern regex false-positives
# read clean on the real RS480 IGP via radeon_rs480_hazard_read.
0x00c0	BIOS_8_SCRATCH	SP,HR	BIOS scratch 8 (unused by BIOS init: reads 0)
0x00c4	BIOS_9_SCRATCH	SP,HR	BIOS scratch 9 (reads 0)
0x00c8	BIOS_10_SCRATCH	SP,HR	BIOS scratch 10 (reads 0)
0x00cc	BIOS_11_SCRATCH	SP,HR	BIOS scratch 11 (reads 0)
0x00d0	BIOS_12_SCRATCH	SP,HR	BIOS scratch 12 (reads 0)
0x00d4	BIOS_13_SCRATCH	SP,HR	BIOS scratch 13 (reads 0)
0x00d8	BIOS_14_SCRATCH	SP,HR	BIOS scratch 14 (reads 0)
0x00dc	BIOS_15_SCRATCH	SP,HR	BIOS scratch 15 (reads 0)
0x013c	SW_SEMAPHORE	SP,HR	Software semaphore value (read returns value; acquire is a write)
0x15e0	GUI_SCRATCH_REG0	SP,HR	GUI scratch 0 (driver/test scratch)
0x15e4	GUI_SCRATCH_REG1	SP,HR	GUI scratch 1
0x15e8	GUI_SCRATCH_REG2	SP,HR	GUI scratch 2
0x15ec	GUI_SCRATCH_REG3	SP,HR	GUI scratch 3
0x15f0	GUI_SCRATCH_REG4	SP,HR	GUI scratch 4
0x15f4	GUI_SCRATCH_REG5	SP,HR	GUI scratch 5
0x1720	WAIT_UNTIL	SP,HR	Engine wait-condition status word
0x1d98	SE_VPORT_XSCALE	SP,HR	Legacy SE viewport X scale (R300-class uses VAP; reads 0)
0x1d9c	SE_VPORT_XOFFSET	SP,HR	Legacy SE viewport X offset (reads 0)
0x1da0	SE_VPORT_YSCALE	SP,HR	Legacy SE viewport Y scale (reads 0)
0x1da4	SE_VPORT_YOFFSET	SP,HR	Legacy SE viewport Y offset (reads 0)
0x1da8	SE_VPORT_ZSCALE	SP,HR	Legacy SE viewport Z scale (reads 0)
0x1dac	SE_VPORT_ZOFFSET	SP,HR	Legacy SE viewport Z offset (reads 0)
0x02f0	GRPH_BUFFER_CNTL	SP,BU	Display1 graphics-buffer watermark control; COMBIOS-4 ASIC-init touch, in the kernel safe_reg_list; blind-read 0x20007c7c
0x03f0	GRPH2_BUFFER_CNTL	SP,BU	Display2 graphics-buffer watermark control; COMBIOS-4 ASIC-init touch, in the kernel safe_reg_list; blind-read 0x20304c4c
0x0e38	RS400_DMIF_MEM_CNTL1	SP,BU	RS400 display memory-interface control; COMBIOS-4 ASIC-init touch, in the kernel safe_reg_list; blind-read 0xef3bc3bc
